name,url,power,value
Charles Grey (Earth-616),/wiki/Charles_Grey_(Earth-616),Intelligence,Normal
Charles Little Sky (Earth-616),/wiki/Charles_Little_Sky_(Earth-616),Intelligence,Normal
Charles Stanton (Earth-616),/wiki/Charles_Stanton_(Earth-616),Intelligence,Normal
Charlotte Witter (Earth-616),/wiki/Charlotte_Witter_(Earth-616),Intelligence,Normal
Chase Stein (Earth-616),/wiki/Chase_Stein_(Earth-616),Intelligence,Normal
Chester Weems (Earth-80360),/wiki/Chester_Weems_(Earth-80360),Intelligence,Normal
Chili Storm (Earth-616),/wiki/Chili_Storm_(Earth-616),Intelligence,Normal
Christian Cord (Earth-616),/wiki/Christian_Cord_(Earth-616),Intelligence,Normal
Christopher Bradley (Earth-616),/wiki/Christopher_Bradley_(Earth-616),Intelligence,Normal
Christopher Daniels (Earth-616),/wiki/Christopher_Daniels_(Earth-616),Intelligence,Normal
Christopher Powell (Earth-616),/wiki/Christopher_Powell_(Earth-616),Intelligence,Normal
Christopher Summers (Earth-616),/wiki/Christopher_Summers_(Earth-616),Intelligence,Normal
Claire Voyant (Earth-616),/wiki/Claire_Voyant_(Earth-616),Intelligence,Normal
Cleavon Twain (Earth-616),/wiki/Cleavon_Twain_(Earth-616),Intelligence,Normal
Cletus Hondo (Earth-616),/wiki/Cletus_Hondo_(Earth-616),Intelligence,Normal
Cletus Kasady (Earth-616),/wiki/Cletus_Kasady_(Earth-616),Intelligence,Normal
Clinton Barton (Earth-30847),/wiki/Clinton_Barton_(Earth-30847),Intelligence,Normal
Clinton McIntyre (Earth-616),/wiki/Clinton_McIntyre_(Earth-616),Intelligence,Normal
Cody Fleischer (Earth-616),/wiki/Cody_Fleischer_(Earth-616),Intelligence,Normal
Cole Wittman (Earth-616),/wiki/Cole_Wittman_(Earth-616),Intelligence,Normal
Colin Hume (Earth-616),/wiki/Colin_Hume_(Earth-616),Intelligence,Normal
Colin McKay (Earth-616),/wiki/Colin_McKay_(Earth-616),Intelligence,Normal
Colleen Wing (Earth-616),/wiki/Colleen_Wing_(Earth-616),Intelligence,Normal
Colossus (Vegan) (Earth-616),/wiki/Colossus_(Vegan)_(Earth-616),Intelligence,Normal
Commuter (Ron) (Earth-616),/wiki/Commuter_(Ron)_(Earth-616),Intelligence,Normal
Conrad Josten (Earth-616),/wiki/Conrad_Josten_(Earth-616),Intelligence,Normal
Craig Hollis (Earth-616),/wiki/Craig_Hollis_(Earth-616),Intelligence,Normal
Craig Saunders Jr. (Earth-616),/wiki/Craig_Saunders_Jr._(Earth-616),Intelligence,Normal
Cru (Earth-616),/wiki/Cru_(Earth-616),Intelligence,Normal
Crystalia Amaquelin (Earth-616),/wiki/Crystalia_Amaquelin_(Earth-616),Intelligence,Normal
Crystar (Earth-616),/wiki/Crystar_(Earth-616),Intelligence,Normal
Curtis Doyle (Earth-616),/wiki/Curtis_Doyle_(Earth-616),Intelligence,Normal
Cutza (Earth-616),/wiki/Cutza_(Earth-616),Intelligence,Normal
Cybelle (Earth-616),/wiki/Cybelle_(Earth-616),Intelligence,Normal
Cylla Markham (Earth-616),/wiki/Cylla_Markham_(Earth-616),Intelligence,Normal
Dagny Forrester (Earth-616),/wiki/Dagny_Forrester_(Earth-616),Intelligence,Normal
Dale Sturm (Earth-616),/wiki/Dale_Sturm_(Earth-616),Intelligence,Normal
Dan Kane (Earth-616),/wiki/Dan_Kane_(Earth-616),Intelligence,Normal
Daniel Axum (Earth-616),/wiki/Daniel_Axum_(Earth-616),Intelligence,Normal
Daniel Jermain (Earth-616),/wiki/Daniel_Jermain_(Earth-616),Intelligence,Normal
Daniel Ketch (Earth-616),/wiki/Daniel_Ketch_(Earth-616),Intelligence,Normal
Daniel Leighton (Earth-616),/wiki/Daniel_Leighton_(Earth-616),Intelligence,Normal
Daniel Lyons (Earth-616),/wiki/Daniel_Lyons_(Earth-616),Intelligence,Normal
Daniel Rand (Earth-1610),/wiki/Daniel_Rand_(Earth-1610),Intelligence,Normal
Danielle Moonstar (Earth-616),/wiki/Danielle_Moonstar_(Earth-616),Intelligence,Normal
Dante Pertuz (Earth-616),/wiki/Dante_Pertuz_(Earth-616),Intelligence,Normal
Dargo Ktor (Earth-8710),/wiki/Dargo_Ktor_(Earth-8710),Intelligence,Normal
Darian Elliott (Earth-616),/wiki/Darian_Elliott_(Earth-616),Intelligence,Normal
Darkhold Dwarf (Earth-616),/wiki/Darkhold_Dwarf_(Earth-616),Intelligence,Normal
David Angar (Earth-616),/wiki/David_Angar_(Earth-616),Intelligence,Normal
David Cannon (Earth-616),/wiki/David_Cannon_(Earth-616),Intelligence,Normal
David Christopher Bank (Earth-616),/wiki/David_Christopher_Bank_(Earth-616),Intelligence,Normal
David Dean (Earth-616),/wiki/David_Dean_(Earth-616),Intelligence,Normal
David Rand (Earth-616),/wiki/David_Rand_(Earth-616),Intelligence,Normal
Davida DeVito (Earth-616),/wiki/Davida_DeVito_(Earth-616),Intelligence,Normal
Davis Cameron (Earth-616),/wiki/Davis_Cameron_(Earth-616),Intelligence,Normal
Davos (Earth-616),/wiki/Davos_(Earth-616),Intelligence,Normal
Dawn Greenwood (Earth-616),/wiki/Dawn_Greenwood_(Earth-616),Intelligence,Normal
Daydream (Earth-616),/wiki/Daydream_(Earth-616),Intelligence,Normal
Dead Girl (Moonbeam) (Earth-616),/wiki/Dead_Girl_(Moonbeam)_(Earth-616),Intelligence,Normal
Dean Boswell (Earth-616),/wiki/Dean_Boswell_(Earth-616),Intelligence,Normal
Death Wreck (Minion) (Earth-8410),/wiki/Death_Wreck_(Minion)_(Earth-8410),Intelligence,Normal
Death's Head (Styrakos),/wiki/Death%27s_Head_(Styrakos),Intelligence,Normal
Deathurge (Earth-616),/wiki/Deathurge_(Earth-616),Intelligence,Normal
Deborah Bertrand (Earth-616),/wiki/Deborah_Bertrand_(Earth-616),Intelligence,Normal
Deborah Fields (Earth-616),/wiki/Deborah_Fields_(Earth-616),Intelligence,Normal
Debra Whitman (Earth-616),/wiki/Debra_Whitman_(Earth-616),Intelligence,Normal
Dee Milo (Earth-616),/wiki/Dee_Milo_(Earth-616),Intelligence,Normal
Delilah (Earth-616),/wiki/Delilah_(Earth-616),Intelligence,Normal
Delroy Garrett Jr. (Earth-616),/wiki/Delroy_Garrett_Jr._(Earth-616),Intelligence,Normal
DeMarr Davis (Earth-616),/wiki/DeMarr_Davis_(Earth-616),Intelligence,Normal
Demogoblin (Earth-616),/wiki/Demogoblin_(Earth-616),Intelligence,Normal
Denise Baranger (Earth-616),/wiki/Denise_Baranger_(Earth-616),Intelligence,Normal
Dennis Sykes (Earth-616),/wiki/Dennis_Sykes_(Earth-616),Intelligence,Normal
Desak Sterixian (Earth-616),/wiki/Desak_Sterixian_(Earth-616),Intelligence,Normal
Desmond Charne (Earth-616),/wiki/Desmond_Charne_(Earth-616),Intelligence,Normal
Desmond Drew (Earth-616),/wiki/Desmond_Drew_(Earth-616),Intelligence,Normal
Desmond Pitt (Earth-616),/wiki/Desmond_Pitt_(Earth-616),Intelligence,Normal
Destroyer (Enchanted Armor),/wiki/Destroyer_(Enchanted_Armor),Intelligence,Normal
Devil Dinosaur (Earth-78411),/wiki/Devil_Dinosaur_(Earth-78411),Intelligence,Normal
Devlor (Earth-616),/wiki/Devlor_(Earth-616),Intelligence,Normal
Digger (Vegas Thirteen) (Earth-616),/wiki/Digger_(Vegas_Thirteen)_(Earth-616),Intelligence,Normal
Dinah Soar (Earth-616),/wiki/Dinah_Soar_(Earth-616),Intelligence,Normal
Dirk Garthwaite (Earth-616),/wiki/Dirk_Garthwaite_(Earth-616),Intelligence,Normal
Dirtnap (Earth-616),/wiki/Dirtnap_(Earth-616),Intelligence,Normal
Dirty Wolff (Earth-616),/wiki/Dirty_Wolff_(Earth-616),Intelligence,Normal
Dogma (Earth-616),/wiki/Dogma_(Earth-616),Intelligence,Normal
Dolly Donahue (Earth-616),/wiki/Dolly_Donahue_(Earth-616),Intelligence,Normal
Domini (Earth-616),/wiki/Domini_(Earth-616),Intelligence,Normal
Dominikos Petrakis (Earth-616),/wiki/Dominikos_Petrakis_(Earth-616),Intelligence,Normal
Don Hertz (Earth-616),/wiki/Don_Hertz_(Earth-616),Intelligence,Normal
Donald Callahan (Earth-616),/wiki/Donald_Callahan_(Earth-616),Intelligence,Normal
Donald Clendenon (Earth-616),/wiki/Donald_Clendenon_(Earth-616),Intelligence,Normal
Donald Gill (Earth-616),/wiki/Donald_Gill_(Earth-616),Intelligence,Normal
Dontrell Hamilton (Earth-616),/wiki/Dontrell_Hamilton_(Earth-616),Intelligence,Normal
Doris Evans (Earth-616),/wiki/Doris_Evans_(Earth-616),Intelligence,Normal
Dorma (Earth-616),/wiki/Dorma_(Earth-616),Intelligence,Normal
Douglas Carmody (Earth-616),/wiki/Douglas_Carmody_(Earth-616),Intelligence,Normal
Douglas Scott (Earth-616),/wiki/Douglas_Scott_(Earth-616),Intelligence,Normal
Drake Shannon (Earth-616),/wiki/Drake_Shannon_(Earth-616),Intelligence,Normal
Dredmund Cromwell (Earth-616),/wiki/Dredmund_Cromwell_(Earth-616),Intelligence,Normal
Drew Daniels (Earth-616),/wiki/Drew_Daniels_(Earth-616),Intelligence,Normal
Drom (Earth-616),/wiki/Drom_(Earth-616),Intelligence,Normal
Dromedan (Earth-616),/wiki/Dromedan_(Earth-616),Intelligence,Normal
Droom (Earth-616),/wiki/Droom_(Earth-616),Intelligence,Normal
Duc No Tranh (Earth-616),/wiki/Duc_No_Tranh_(Earth-616),Intelligence,Normal
Duncan Vess (Earth-616),/wiki/Duncan_Vess_(Earth-616),Intelligence,Normal
Durok (Earth-616),/wiki/Durok_(Earth-616),Intelligence,Normal
Duvid Fortunov (Earth-616),/wiki/Duvid_Fortunov_(Earth-616),Intelligence,Normal
Dylan Brock (Earth-616),/wiki/Dylan_Brock_(Earth-616),Intelligence,Normal
Earthquake (Earth-616),/wiki/Earthquake_(Earth-616),Intelligence,Normal
Ebenezer Laughton (Earth-616),/wiki/Ebenezer_Laughton_(Earth-616),Intelligence,Normal
Ebony (Earth-616),/wiki/Ebony_(Earth-616),Intelligence,Normal
Eden Fesi (Earth-616),/wiki/Eden_Fesi_(Earth-616),Intelligence,Normal
Edith Harker (Earth-616),/wiki/Edith_Harker_(Earth-616),Intelligence,Normal
Edith Sawyer (Earth-616),/wiki/Edith_Sawyer_(Earth-616),Intelligence,Normal
Edward Brock (Earth-50701),/wiki/Edward_Brock_(Earth-50701),Intelligence,Normal
Edward Brock Jr. (Earth-1610),/wiki/Edward_Brock_Jr._(Earth-1610),Intelligence,Normal
Edward Cross (Skinhead) (Earth-616),/wiki/Edward_Cross_(Skinhead)_(Earth-616),Intelligence,Normal
Edward Ferbel (Earth-616),/wiki/Edward_Ferbel_(Earth-616),Intelligence,Normal
Edward Forsyth (Earth-616),/wiki/Edward_Forsyth_(Earth-616),Intelligence,Normal
Edward Lavell (Earth-616),/wiki/Edward_Lavell_(Earth-616),Intelligence,Normal
Edward March (Earth-616),/wiki/Edward_March_(Earth-616),Intelligence,Normal
Edward Passim (Earth-616),/wiki/Edward_Passim_(Earth-616),Intelligence,Normal
Elaine Coll (Earth-616),/wiki/Elaine_Coll_(Earth-616),Intelligence,Normal
Electric Eve (Earth-616),/wiki/Electric_Eve_(Earth-616),Intelligence,Normal
Electro (Robot) (Earth-616),/wiki/Electro_(Robot)_(Earth-616),Intelligence,Normal
Electron (Imperial Guard) (Earth-616),/wiki/Electron_(Imperial_Guard)_(Earth-616),Intelligence,Normal
Elektra Natchios (Earth-1610),/wiki/Elektra_Natchios_(Earth-1610),Intelligence,Normal
Elijah Bradley (Earth-616),/wiki/Elijah_Bradley_(Earth-616),Intelligence,Normal
Eliot Franklin (Clown) (Earth-616),/wiki/Eliot_Franklin_(Clown)_(Earth-616),Intelligence,Normal
Elizabeth Allan (Earth-616),/wiki/Elizabeth_Allan_(Earth-616),Intelligence,Normal
Elizabeth Braddock (Earth-616),/wiki/Elizabeth_Braddock_(Earth-616),Intelligence,Normal
Elizabeth Brant (Earth-616),/wiki/Elizabeth_Brant_(Earth-616),Intelligence,Normal
Elizabeth Rawson (Earth-616),/wiki/Elizabeth_Rawson_(Earth-616),Intelligence,Normal
Elizabeth Ross (Earth-616),/wiki/Elizabeth_Ross_(Earth-616),Intelligence,Normal
Elliot Boggs (Earth-1610),/wiki/Elliot_Boggs_(Earth-1610),Intelligence,Normal
Elton Healey (Earth-616),/wiki/Elton_Healey_(Earth-616),Intelligence,Normal
Elton Morrow (Earth-616),/wiki/Elton_Morrow_(Earth-616),Intelligence,Normal
Elvin Haliday (Earth-616),/wiki/Elvin_Haliday_(Earth-616),Intelligence,Normal
Elyse Nelson (Earth-616),/wiki/Elyse_Nelson_(Earth-616),Intelligence,Normal
Emery Schaub (Earth-616),/wiki/Emery_Schaub_(Earth-616),Intelligence,Normal
Empathoid (Earth-616),/wiki/Empathoid_(Earth-616),Intelligence,Normal
Enid Richards (Earth-1610),/wiki/Enid_Richards_(Earth-1610),Intelligence,Normal
Enmity (Earth-616),/wiki/Enmity_(Earth-616),Intelligence,Normal
Equilibrius (Earth-616),/wiki/Equilibrius_(Earth-616),Intelligence,Normal
Eradica (Earth-616),/wiki/Eradica_(Earth-616),Intelligence,Normal
Erg (Earth-616),/wiki/Erg_(Earth-616),Intelligence,Normal
Eric Brooks (Earth-616),/wiki/Eric_Brooks_(Earth-616),Intelligence,Normal
Eric Cameron (Earth-616),/wiki/Eric_Cameron_(Earth-616),Intelligence,Normal
Eric Gitter (Earth-616),/wiki/Eric_Gitter_(Earth-616),Intelligence,Normal
Eric Kleinstock (Earth-616),/wiki/Eric_Kleinstock_(Earth-616),Intelligence,Normal
Eric Koenig (Earth-616),/wiki/Eric_Koenig_(Earth-616),Intelligence,Normal
Eric Masterson (Earth-616),/wiki/Eric_Masterson_(Earth-616),Intelligence,Normal
Eric O'Grady (Earth-616),/wiki/Eric_O%27Grady_(Earth-616),Intelligence,Normal
Eric Savin (Earth-616),/wiki/Eric_Savin_(Earth-616),Intelligence,Normal
Eric Williams (Earth-616),/wiki/Eric_Williams_(Earth-616),Intelligence,Normal
Erik Josten (Earth-616),/wiki/Erik_Josten_(Earth-616),Intelligence,Normal
Ernest Popchik (Earth-616),/wiki/Ernest_Popchik_(Earth-616),Intelligence,Normal
Ernest St. Ives (Earth-616),/wiki/Ernest_St._Ives_(Earth-616),Intelligence,Normal
Ethan Warren (Earth-616),/wiki/Ethan_Warren_(Earth-616),Intelligence,Normal
Eugene Thompson (Earth-616),/wiki/Eugene_Thompson_(Earth-616),Intelligence,Normal
Extermina (Earth-616),/wiki/Extermina_(Earth-616),Intelligence,Normal
Extirpia (Earth-616),/wiki/Extirpia_(Earth-616),Intelligence,Normal
Eye Killers (Earth-616),/wiki/Eye_Killers_(Earth-616),Intelligence,Normal
Fabian Cortez (Earth-616),/wiki/Fabian_Cortez_(Earth-616),Intelligence,Normal
Fabian Marechal-Julbin (Earth-616),/wiki/Fabian_Marechal-Julbin_(Earth-616),Intelligence,Normal
Fader (Earth-616),/wiki/Fader_(Earth-616),Intelligence,Normal
Fafnir (Nastrond) (Earth-616),/wiki/Fafnir_(Nastrond)_(Earth-616),Intelligence,Normal
Fahnbullah Eddy (Earth-616),/wiki/Fahnbullah_Eddy_(Earth-616),Intelligence,Normal
Fallen One (Herald) (Earth-616),/wiki/Fallen_One_(Herald)_(Earth-616),Intelligence,Normal
Fang (Imperial Guard) (Earth-616),/wiki/Fang_(Imperial_Guard)_(Earth-616),Intelligence,Normal
Farouk Al-Fasaud (Earth-616),/wiki/Farouk_Al-Fasaud_(Earth-616),Intelligence,Normal
Fat Cobra (Earth-616),/wiki/Fat_Cobra_(Earth-616),Intelligence,Normal
Father Darklyte (Earth-616),/wiki/Father_Darklyte_(Earth-616),Intelligence,Normal
Felicia Hardy (Earth-616),/wiki/Felicia_Hardy_(Earth-616),Intelligence,Normal
Fen (Earth-616),/wiki/Fen_(Earth-616),Intelligence,Normal
Fera (Earth-616),/wiki/Fera_(Earth-616),Intelligence,Normal
Ferdinand Lopez (Earth-616),/wiki/Ferdinand_Lopez_(Earth-616),Intelligence,Normal
Fever Pitch (Earth-616),/wiki/Fever_Pitch_(Earth-616),Intelligence,Normal
Fiona Knoblach (Earth-616),/wiki/Fiona_Knoblach_(Earth-616),Intelligence,Normal
Fireflyte (Earth-616),/wiki/Fireflyte_(Earth-616),Intelligence,Normal
Flavius Scollio (Earth-616),/wiki/Flavius_Scollio_(Earth-616),Intelligence,Normal
Fletcher Traynor (Earth-616),/wiki/Fletcher_Traynor_(Earth-616),Intelligence,Normal
Flexo (Earth-616),/wiki/Flexo_(Earth-616),Intelligence,Normal
Flint Marko (Earth-1610),/wiki/Flint_Marko_(Earth-1610),Intelligence,Normal
Flying Tiger (Earth-616),/wiki/Flying_Tiger_(Earth-616),Intelligence,Normal
Forever Man (Mutant) (Earth-616),/wiki/Forever_Man_(Mutant)_(Earth-616),Intelligence,Normal
Frances Barrison (Earth-616),/wiki/Frances_Barrison_(Earth-616),Intelligence,Normal
Francis Klum (Earth-616),/wiki/Francis_Klum_(Earth-616),Intelligence,Normal
Francisco Milan (Earth-616),/wiki/Francisco_Milan_(Earth-616),Intelligence,Normal
Frank Bohannan (Earth-616),/wiki/Frank_Bohannan_(Earth-616),Intelligence,Normal
Frank Johnson (Earth-616),/wiki/Frank_Johnson_(Earth-616),Intelligence,Normal
Frank Oliver (Earth-1610),/wiki/Frank_Oliver_(Earth-1610),Intelligence,Normal
Frank Payne (Earth-616),/wiki/Frank_Payne_(Earth-616),Intelligence,Normal
Frank Skorina (Earth-616),/wiki/Frank_Skorina_(Earth-616),Intelligence,Normal
Frankenstein's Monster (Earth-616),/wiki/Frankenstein%27s_Monster_(Earth-616),Intelligence,Normal
Frankie Raye (Earth-616),/wiki/Frankie_Raye_(Earth-616),Intelligence,Normal
Franklin Richards (Earth-6311),/wiki/Franklin_Richards_(Earth-6311),Intelligence,Normal
Freak (Vagrant) (Earth-616),/wiki/Freak_(Vagrant)_(Earth-616),Intelligence,Normal
Frederick Dukes (Earth-616),/wiki/Frederick_Dukes_(Earth-616),Intelligence,Normal
Frederick Myers (Earth-1610),/wiki/Frederick_Myers_(Earth-1610),Intelligence,Normal
Frederick Thompson (Earth-1610),/wiki/Frederick_Thompson_(Earth-1610),Intelligence,Normal
Freki (Earth-616),/wiki/Freki_(Earth-616),Intelligence,Normal
Freyja Freyrdottir (Earth-616),/wiki/Freyja_Freyrdottir_(Earth-616),Intelligence,Normal
Full Acclimation Combat And Defence Explo-skeleton (Earth-616),/wiki/Full_Acclimation_Combat_And_Defence_Explo-skeleton_(Earth-616),Intelligence,Normal
G-Type (Earth-616),/wiki/G-Type_(Earth-616),Intelligence,Normal
Gabriel Summers (Earth-616),/wiki/Gabriel_Summers_(Earth-616),Intelligence,Normal
Galaxy Master (Earth-616),/wiki/Galaxy_Master_(Earth-616),Intelligence,Normal
Gamesmaster (Earth-616),/wiki/Gamesmaster_(Earth-616),Intelligence,Normal
Ganymede (Alien) (Earth-616),/wiki/Ganymede_(Alien)_(Earth-616),Intelligence,Normal
Gargantus (Alien Robot) (Earth-616),/wiki/Gargantus_(Alien_Robot)_(Earth-616),Intelligence,Normal
Garko (Earth-616),/wiki/Garko_(Earth-616),Intelligence,Normal
Garm (Earth-616),/wiki/Garm_(Earth-616),Intelligence,Normal
Garrison Kane (Earth-616),/wiki/Garrison_Kane_(Earth-616),Intelligence,Normal
Garrison Klum (Earth-616),/wiki/Garrison_Klum_(Earth-616),Intelligence,Normal
Gary Buser (Earth-616),/wiki/Gary_Buser_(Earth-616),Intelligence,Normal
"Gary Wilton, Jr. (Earth-616)","/wiki/Gary_Wilton,_Jr._(Earth-616)",Intelligence,Normal
Gateway (Earth-616),/wiki/Gateway_(Earth-616),Intelligence,Normal
Gavin Grant (Earth-616),/wiki/Gavin_Grant_(Earth-616),Intelligence,Normal
Gaza (Earth-616),/wiki/Gaza_(Earth-616),Intelligence,Normal
Geatar (Earth-616),/wiki/Geatar_(Earth-616),Intelligence,Normal
Geldoff (Earth-1610),/wiki/Geldoff_(Earth-1610),Intelligence,Normal
Generic Super-Hero (Earth-84041),/wiki/Generic_Super-Hero_(Earth-84041),Intelligence,Normal
Genis-Vell (Earth-616),/wiki/Genis-Vell_(Earth-616),Intelligence,Normal
Gennady Gavrilov (Earth-616),/wiki/Gennady_Gavrilov_(Earth-616),Intelligence,Normal
George Smith (Earth-616),/wiki/George_Smith_(Earth-616),Intelligence,Normal
Georges Batroc (Earth-616),/wiki/Georges_Batroc_(Earth-616),Intelligence,Normal
Gerald Marsh (Earth-616),/wiki/Gerald_Marsh_(Earth-616),Intelligence,Normal
Geri (Earth-616),/wiki/Geri_(Earth-616),Intelligence,Normal
Gh'Ree and R'Hos Blood (Earth-616),/wiki/Gh%27Ree_and_R%27Hos_Blood_(Earth-616),Intelligence,Normal
Ghoul (Killer) (Earth-616),/wiki/Ghoul_(Killer)_(Earth-616),Intelligence,Normal
Gianna Esperanza (Earth-616),/wiki/Gianna_Esperanza_(Earth-616),Intelligence,Normal
Gideon Mace (Earth-616),/wiki/Gideon_Mace_(Earth-616),Intelligence,Normal
Gilgamesh (Earth-616),/wiki/Gilgamesh_(Earth-616),Intelligence,Normal
Giraud (Earth-691),/wiki/Giraud_(Earth-691),Intelligence,Normal
Glah-Ree (Earth-616),/wiki/Glah-Ree_(Earth-616),Intelligence,Normal
Gloria Grant (Earth-616),/wiki/Gloria_Grant_(Earth-616),Intelligence,Normal
Gloria Muñoz (Earth-616),/wiki/Gloria_Mu%C3%B1oz_(Earth-616),Intelligence,Normal
Golem (Statue) (Earth-616),/wiki/Golem_(Statue)_(Earth-616),Intelligence,Normal
Googam (Earth-616),/wiki/Googam_(Earth-616),Intelligence,Normal
Gordon Thomas (Earth-616),/wiki/Gordon_Thomas_(Earth-616),Intelligence,Normal
Gorgon Petragon (Earth-616),/wiki/Gorgon_Petragon_(Earth-616),Intelligence,Normal
Grannz (Earth-616),/wiki/Grannz_(Earth-616),Intelligence,Normal
Grasshopper (Skrull) (Earth-616),/wiki/Grasshopper_(Skrull)_(Earth-616),Intelligence,Normal
Grasshopper (Unnamed) (Earth-616),/wiki/Grasshopper_(Unnamed)_(Earth-616),Intelligence,Normal
Gravemoss (Earth-616),/wiki/Gravemoss_(Earth-616),Intelligence,Normal
Gray Garrison (Earth-616),/wiki/Gray_Garrison_(Earth-616),Intelligence,Normal
Graydon Creed (Earth-616),/wiki/Graydon_Creed_(Earth-616),Intelligence,Normal
Greg Willis (Earth-616),/wiki/Greg_Willis_(Earth-616),Intelligence,Normal
Gregori Larionov (Earth-616),/wiki/Gregori_Larionov_(Earth-616),Intelligence,Normal
Gregory Nettles (Earth-616),/wiki/Gregory_Nettles_(Earth-616),Intelligence,Normal
Gregory Terraerton (Earth-616),/wiki/Gregory_Terraerton_(Earth-616),Intelligence,Normal
Grendel (Symbiote) (Earth-616),/wiki/Grendel_(Symbiote)_(Earth-616),Intelligence,Normal
Grendell (Dark Elf) (Earth-616),/wiki/Grendell_(Dark_Elf)_(Earth-616),Intelligence,Normal
Griffin Gogol (Earth-616),/wiki/Griffin_Gogol_(Earth-616),Intelligence,Normal
Grottu (Earth-616),/wiki/Grottu_(Earth-616),Intelligence,Normal
Growing Man (Earth-6311),/wiki/Growing_Man_(Earth-6311),Intelligence,Normal
Gunther Bain (Earth-616),/wiki/Gunther_Bain_(Earth-616),Intelligence,Normal
