name,url,min Durability,min Energy_Projection,min Fighting_Skills,min Intelligence,min Speed,min Strength,max Durability,max Energy_Projection,max Fighting_Skills,max Intelligence,max Speed,max Strength
Anne-Marie Cortez (Earth-616),https://marvel.fandom.com/wiki/Anne-Marie_Cortez_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
Annihilus (Earth-616),https://marvel.fandom.com/wiki/Annihilus_(Earth-616),6.0,4.0,2.0,3.0,3.0,4.0,6.0,4.0,2.0,3.0,3.0,4.0
Anomaly (Cosmic Being) (Earth-616),https://marvel.fandom.com/wiki/Anomaly_(Cosmic_Being)_(Earth-616),7.0,7.0,4.0,3.0,7.0,7.0,7.0,7.0,4.0,3.0,7.0,7.0
Anthony Davis (Earth-1610),https://marvel.fandom.com/wiki/Anthony_Davis_(Earth-1610),3.0,1.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0
Anthony Davis (Earth-616),https://marvel.fandom.com/wiki/Anthony_Davis_(Earth-616),3.0,1.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,7.0,4.0
Anthony Druid (Earth-616),https://marvel.fandom.com/wiki/Anthony_Druid_(Earth-616),2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0
Anthony Masters (Earth-30847),https://marvel.fandom.com/wiki/Anthony_Masters_(Earth-30847),2.0,1.0,7.0,4.0,2.0,3.0,2.0,1.0,7.0,4.0,2.0,3.0
Anthony Masters (Earth-616),https://marvel.fandom.com/wiki/Anthony_Masters_(Earth-616),2.0,1.0,7.0,4.0,2.0,3.0,2.0,1.0,7.0,4.0,2.0,3.0
Anthony Power (Earth-616),https://marvel.fandom.com/wiki/Anthony_Power_(Earth-616),5.0,6.0,2.0,4.0,3.0,5.0,5.0,6.0,2.0,4.0,3.0,5.0
Anthony Stark (Earth-30847),https://marvel.fandom.com/wiki/Anthony_Stark_(Earth-30847),6.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0
Anthony Stark (Earth-5012),https://marvel.fandom.com/wiki/Anthony_Stark_(Earth-5012),6.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0
Anthony Stark (Earth-50701),https://marvel.fandom.com/wiki/Anthony_Stark_(Earth-50701),6.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0
Anthony Stark (Earth-616),https://marvel.fandom.com/wiki/Anthony_Stark_(Earth-616),1.0,1.0,4.0,6.0,2.0,2.0,6.0,6.0,4.0,6.0,5.0,6.0
Anthony Stark (Earth-96020),https://marvel.fandom.com/wiki/Anthony_Stark_(Earth-96020),6.0,6.0,2.0,5.0,5.0,6.0,6.0,6.0,2.0,5.0,5.0,6.0
Anti-Cap (Earth-616),https://marvel.fandom.com/wiki/Anti-Cap_(Earth-616),4.0,1.0,6.0,2.0,3.0,4.0,4.0,1.0,6.0,2.0,3.0,4.0
Antoine Delsoin (Earth-616),https://marvel.fandom.com/wiki/Antoine_Delsoin_(Earth-616),2.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0
Anton Hellgate (Earth-616),https://marvel.fandom.com/wiki/Anton_Hellgate_(Earth-616),3.0,6.0,3.0,3.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,4.0
Anton Miguel Rodriquez (Earth-616),https://marvel.fandom.com/wiki/Anton_Miguel_Rodriquez_(Earth-616),2.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0
Anton Vanko (Whiplash) (Earth-616),https://marvel.fandom.com/wiki/Anton_Vanko_(Whiplash)_(Earth-616),3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0
Antonio Rodriguez (Earth-616),https://marvel.fandom.com/wiki/Antonio_Rodriguez_(Earth-616),6.0,1.0,3.0,2.0,2.0,4.0,6.0,1.0,3.0,2.0,2.0,4.0
Antonio Rojo (Earth-616),https://marvel.fandom.com/wiki/Antonio_Rojo_(Earth-616),2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
Antonio Stark (Earth-1610),https://marvel.fandom.com/wiki/Antonio_Stark_(Earth-1610),6.0,6.0,2.0,6.0,5.0,6.0,6.0,6.0,2.0,6.0,5.0,6.0
Apache Kid (Rosa) (Earth-616),https://marvel.fandom.com/wiki/Apache_Kid_(Rosa)_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
Ape (Morlock) (Earth-616),https://marvel.fandom.com/wiki/Ape_(Morlock)_(Earth-616),3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0
Ape (Old West) (Earth-616),https://marvel.fandom.com/wiki/Ape_(Old_West)_(Earth-616),3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0
Aphrodite Ourania (Earth-616),https://marvel.fandom.com/wiki/Aphrodite_Ourania_(Earth-616),7.0,6.0,2.0,3.0,7.0,4.0,7.0,6.0,2.0,3.0,7.0,4.0
Apocalypse Beast (Earth-616),https://marvel.fandom.com/wiki/Apocalypse_Beast_(Earth-616),7.0,4.0,2.0,1.0,4.0,7.0,7.0,4.0,2.0,1.0,4.0,7.0
April Parker (Earth-982),https://marvel.fandom.com/wiki/April_Parker_(Earth-982),6.0,1.0,3.0,2.0,3.0,4.0,6.0,1.0,3.0,2.0,3.0,4.0
Aquaria Neptunia (Earth-616),https://marvel.fandom.com/wiki/Aquaria_Neptunia_(Earth-616),5.0,1.0,4.0,3.0,3.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0
Aragorn (Earth-616),https://marvel.fandom.com/wiki/Aragorn_(Earth-616),2.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0
Araki (Earth-616),https://marvel.fandom.com/wiki/Araki_(Earth-616),2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0
Aranda Charboneau (Earth-616),https://marvel.fandom.com/wiki/Aranda_Charboneau_(Earth-616),2.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0
Arc (Imperial Guard) (Earth-616),https://marvel.fandom.com/wiki/Arc_(Imperial_Guard)_(Earth-616),2.0,5.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0
Arcade (Earth-616),https://marvel.fandom.com/wiki/Arcade_(Earth-616),2.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0
Archibald Dyker (Earth-616),https://marvel.fandom.com/wiki/Archibald_Dyker_(Earth-616),6.0,1.0,5.0,2.0,2.0,5.0,6.0,1.0,5.0,2.0,2.0,5.0
Arcturus Rann (Earth-616),https://marvel.fandom.com/wiki/Arcturus_Rann_(Earth-616),2.0,1.0,4.0,4.0,2.0,2.0,6.0,4.0,4.0,4.0,7.0,4.0
Ard-Con (Earth-616),https://marvel.fandom.com/wiki/Ard-Con_(Earth-616),6.0,4.0,3.0,2.0,3.0,6.0,6.0,4.0,3.0,2.0,3.0,6.0
Ardina (Earth-616),https://marvel.fandom.com/wiki/Ardina_(Earth-616),6.0,4.0,2.0,2.0,2.0,7.0,6.0,7.0,2.0,2.0,7.0,7.0
Ares (Earth-616),https://marvel.fandom.com/wiki/Ares_(Earth-616),6.0,1.0,7.0,2.0,2.0,5.0,6.0,1.0,7.0,2.0,2.0,5.0
Aria (Earth-616),https://marvel.fandom.com/wiki/Aria_(Earth-616),2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
Arides (Earth-616),https://marvel.fandom.com/wiki/Arides_(Earth-616),7.0,6.0,6.0,5.0,6.0,4.0,7.0,6.0,6.0,5.0,6.0,4.0
Ariel (Coconut Grove) (Earth-616),https://marvel.fandom.com/wiki/Ariel_(Coconut_Grove)_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,7.0,2.0
Ariel Tremmore (Earth-616),https://marvel.fandom.com/wiki/Ariel_Tremmore_(Earth-616),2.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0
Arisen Tyrk (Earth-616),https://marvel.fandom.com/wiki/Arisen_Tyrk_(Earth-616),6.0,4.0,5.0,4.0,7.0,5.0,6.0,4.0,5.0,4.0,7.0,5.0
Arize (Mojoverse),https://marvel.fandom.com/wiki/Arize_(Mojoverse),2.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0
Arkady Rossovich (Earth-1610),https://marvel.fandom.com/wiki/Arkady_Rossovich_(Earth-1610),6.0,3.0,4.0,2.0,3.0,4.0,6.0,3.0,4.0,2.0,3.0,4.0
Arkady Rossovich (Earth-616),https://marvel.fandom.com/wiki/Arkady_Rossovich_(Earth-616),4.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0
Arkon (Earth-616),https://marvel.fandom.com/wiki/Arkon_(Earth-616),6.0,1.0,5.0,2.0,3.0,6.0,6.0,1.0,5.0,2.0,3.0,6.0
Arlette Truffaut (Earth-616),https://marvel.fandom.com/wiki/Arlette_Truffaut_(Earth-616),2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0
Armando Muñoz (Earth-616),https://marvel.fandom.com/wiki/Armando_Mu%C3%B1oz_(Earth-616),1.0,2.0,3.0,4.0,2.0,3.0,7.0,7.0,3.0,7.0,7.0,7.0
Armorer (Earth-616),https://marvel.fandom.com/wiki/Armorer_(Earth-616),3.0,1.0,4.0,2.0,2.0,3.0,6.0,1.0,4.0,2.0,2.0,3.0
Arnim Zola (Earth-616),https://marvel.fandom.com/wiki/Arnim_Zola_(Earth-616),3.0,1.0,1.0,6.0,3.0,3.0,3.0,1.0,1.0,6.0,3.0,3.0
Arno Stark (Earth-616),https://marvel.fandom.com/wiki/Arno_Stark_(Earth-616),6.0,6.0,3.0,5.0,5.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0
Arno Stark (Earth-8410),https://marvel.fandom.com/wiki/Arno_Stark_(Earth-8410),6.0,6.0,3.0,5.0,5.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0
Arnold Lundberg (Earth-616),https://marvel.fandom.com/wiki/Arnold_Lundberg_(Earth-616),2.0,6.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0
Arsenal Alpha (Earth-616),https://marvel.fandom.com/wiki/Arsenal_Alpha_(Earth-616),7.0,4.0,6.0,1.0,3.0,6.0,7.0,4.0,6.0,1.0,3.0,6.0
Arsenal Beta (Earth-616),https://marvel.fandom.com/wiki/Arsenal_Beta_(Earth-616),7.0,4.0,6.0,1.0,3.0,6.0,7.0,4.0,6.0,1.0,3.0,6.0
Artemis (Olympian) (Earth-616),https://marvel.fandom.com/wiki/Artemis_(Olympian)_(Earth-616),7.0,6.0,5.0,3.0,3.0,5.0,7.0,6.0,5.0,3.0,7.0,5.0
Artemus Pithins (Earth-616),https://marvel.fandom.com/wiki/Artemus_Pithins_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Arthur Bigelow (Earth-616),https://marvel.fandom.com/wiki/Arthur_Bigelow_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Arthur Blackwood (Earth-616),https://marvel.fandom.com/wiki/Arthur_Blackwood_(Earth-616),5.0,1.0,6.0,3.0,3.0,2.0,5.0,1.0,6.0,3.0,3.0,4.0
Arthur Centino (Earth-1610),https://marvel.fandom.com/wiki/Arthur_Centino_(Earth-1610),2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0
Arthur Dearborn (Earth-616),https://marvel.fandom.com/wiki/Arthur_Dearborn_(Earth-616),7.0,5.0,2.0,5.0,6.0,2.0,7.0,5.0,2.0,5.0,7.0,2.0
Arthur Douglas (Earth-616),https://marvel.fandom.com/wiki/Arthur_Douglas_(Earth-616),7.0,1.0,4.0,2.0,2.0,5.0,7.0,6.0,4.0,2.0,2.0,5.0
Arthur Maddicks (Earth-616),https://marvel.fandom.com/wiki/Arthur_Maddicks_(Earth-616),2.0,1.0,2.0,4.0,2.0,2.0,2.0,6.0,2.0,4.0,2.0,2.0
Arthur Molekevic (Earth-1610),https://marvel.fandom.com/wiki/Arthur_Molekevic_(Earth-1610),2.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0
Arthur Nagan (Earth-616),https://marvel.fandom.com/wiki/Arthur_Nagan_(Earth-616),2.0,1.0,2.0,5.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,4.0
Arthur Parks (Earth-616),https://marvel.fandom.com/wiki/Arthur_Parks_(Earth-616),7.0,5.0,2.0,4.0,6.0,4.0,7.0,5.0,2.0,4.0,6.0,4.0
Arthur Pendragon (Earth-616),https://marvel.fandom.com/wiki/Arthur_Pendragon_(Earth-616),3.0,6.0,6.0,3.0,2.0,3.0,3.0,6.0,6.0,3.0,7.0,3.0
Arthur Stacy (Earth-616),https://marvel.fandom.com/wiki/Arthur_Stacy_(Earth-616),2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
Artur Zarrko (Earth-6297),https://marvel.fandom.com/wiki/Artur_Zarrko_(Earth-6297),2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0
Ashake (Egyptian) (Earth-616),https://marvel.fandom.com/wiki/Ashake_(Egyptian)_(Earth-616),2.0,6.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0
Ashema (Earth-616),https://marvel.fandom.com/wiki/Ashema_(Earth-616),7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0
Ashley Barton (Earth-807128),https://marvel.fandom.com/wiki/Ashley_Barton_(Earth-807128),3.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0
Ashley Crawford (Earth-616),https://marvel.fandom.com/wiki/Ashley_Crawford_(Earth-616),5.0,1.0,3.0,2.0,2.0,5.0,5.0,1.0,3.0,2.0,2.0,5.0
Ashley Kafka (Earth-616),https://marvel.fandom.com/wiki/Ashley_Kafka_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Astra (Imperial Guard) (Earth-616),https://marvel.fandom.com/wiki/Astra_(Imperial_Guard)_(Earth-616),3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0
Astrid Mordo (Earth-616),https://marvel.fandom.com/wiki/Astrid_Mordo_(Earth-616),2.0,6.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,3.0,7.0,3.0
Astro (Earth-616),https://marvel.fandom.com/wiki/Astro_(Earth-616),2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,6.0
Athena Parthenos (Earth-616),https://marvel.fandom.com/wiki/Athena_Parthenos_(Earth-616),6.0,5.0,6.0,6.0,3.0,5.0,6.0,5.0,6.0,7.0,3.0,5.0
Atlas (Titan) (Earth-616),https://marvel.fandom.com/wiki/Atlas_(Titan)_(Earth-616),7.0,2.0,5.0,3.0,2.0,7.0,7.0,2.0,5.0,3.0,2.0,7.0
Atleza Langunn (Earth-616),https://marvel.fandom.com/wiki/Atleza_Langunn_(Earth-616),1.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0
Attuma (Earth-616),https://marvel.fandom.com/wiki/Attuma_(Earth-616),3.0,1.0,4.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,3.0,5.0
Atum (Earth-616),https://marvel.fandom.com/wiki/Atum_(Earth-616),7.0,5.0,4.0,3.0,3.0,7.0,7.0,5.0,4.0,3.0,3.0,7.0
August Hopper (Earth-616),https://marvel.fandom.com/wiki/August_Hopper_(Earth-616),3.0,6.0,2.0,5.0,3.0,4.0,3.0,6.0,2.0,5.0,3.0,4.0
Autonomously Decisive Automated Mechanism (Earth-616),https://marvel.fandom.com/wiki/Autonomously_Decisive_Automated_Mechanism_(Earth-616),5.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0
Ava Ayala (Earth-616),https://marvel.fandom.com/wiki/Ava_Ayala_(Earth-616),3.0,5.0,6.0,2.0,3.0,4.0,3.0,5.0,6.0,2.0,3.0,4.0
Avery Connor (Earth-616),https://marvel.fandom.com/wiki/Avery_Connor_(Earth-616),4.0,1.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0
Awesome Android (Earth-616),https://marvel.fandom.com/wiki/Awesome_Android_(Earth-616),2.0,2.0,3.0,2.0,2.0,4.0,7.0,6.0,6.0,2.0,7.0,7.0
Axel Cluney (Earth-616),https://marvel.fandom.com/wiki/Axel_Cluney_(Earth-616),3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0
Ayesha (Earth-616),https://marvel.fandom.com/wiki/Ayesha_(Earth-616),6.0,5.0,2.0,3.0,7.0,5.0,6.0,5.0,2.0,3.0,7.0,5.0
Azazel (Earth-616),https://marvel.fandom.com/wiki/Azazel_(Earth-616),2.0,4.0,5.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,7.0,2.0
Azaziah (Earth-616),https://marvel.fandom.com/wiki/Azaziah_(Earth-616),2.0,6.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0
B'nee and C'cil (Earth-616),https://marvel.fandom.com/wiki/B%27nee_and_C%27cil_(Earth-616),3.0,3.0,3.0,1.0,3.0,3.0,6.0,6.0,3.0,2.0,3.0,6.0
Baby Karen (Earth-616),https://marvel.fandom.com/wiki/Baby_Karen_(Earth-616),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Balder Odinson (Earth-616),https://marvel.fandom.com/wiki/Balder_Odinson_(Earth-616),3.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0
Bambina Arbogast (Earth-616),https://marvel.fandom.com/wiki/Bambina_Arbogast_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
Barbara Morse (Earth-616),https://marvel.fandom.com/wiki/Barbara_Morse_(Earth-616),2.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0
Barbara Robb (Earth-616),https://marvel.fandom.com/wiki/Barbara_Robb_(Earth-616),2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
Barbarus (Earth-616),https://marvel.fandom.com/wiki/Barbarus_(Earth-616),3.0,1.0,4.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,2.0,5.0
Barnabus Mullen (Earth-616),https://marvel.fandom.com/wiki/Barnabus_Mullen_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Barnell Bohusk (Earth-616),https://marvel.fandom.com/wiki/Barnell_Bohusk_(Earth-616),3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0
Barry Bauman (Earth-616),https://marvel.fandom.com/wiki/Barry_Bauman_(Earth-616),1.0,6.0,1.0,4.0,1.0,1.0,6.0,6.0,1.0,4.0,7.0,7.0
Barry Windom (Earth-616),https://marvel.fandom.com/wiki/Barry_Windom_(Earth-616),3.0,2.0,2.0,4.0,2.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0
Bartholomew Gallows (Earth-616),https://marvel.fandom.com/wiki/Bartholomew_Gallows_(Earth-616),3.0,1.0,7.0,3.0,2.0,3.0,7.0,1.0,7.0,3.0,2.0,4.0
Barton Hamilton (Earth-616),https://marvel.fandom.com/wiki/Barton_Hamilton_(Earth-616),2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0
Basil Elks (Earth-616),https://marvel.fandom.com/wiki/Basil_Elks_(Earth-616),6.0,6.0,3.0,3.0,3.0,4.0,6.0,6.0,3.0,3.0,7.0,4.0
Basil Sandhurst (Earth-616),https://marvel.fandom.com/wiki/Basil_Sandhurst_(Earth-616),3.0,5.0,1.0,5.0,1.0,4.0,3.0,5.0,1.0,5.0,1.0,4.0
Bast (Earth-616),https://marvel.fandom.com/wiki/Bast_(Earth-616),7.0,6.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0
Battering Ram (Earth-616),https://marvel.fandom.com/wiki/Battering_Ram_(Earth-616),5.0,1.0,3.0,2.0,2.0,5.0,5.0,1.0,3.0,2.0,2.0,5.0
Baymax (Earth-616),https://marvel.fandom.com/wiki/Baymax_(Earth-616),5.0,3.0,6.0,4.0,5.0,6.0,5.0,3.0,6.0,4.0,5.0,6.0
Beatta Dubiel (Earth-616),https://marvel.fandom.com/wiki/Beatta_Dubiel_(Earth-616),3.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0
Beautiful Dreamer (Morlock) (Earth-616),https://marvel.fandom.com/wiki/Beautiful_Dreamer_(Morlock)_(Earth-616),2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
Beckah Parker (Earth-616),https://marvel.fandom.com/wiki/Beckah_Parker_(Earth-616),2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0
Bel-Dann (Earth-616),https://marvel.fandom.com/wiki/Bel-Dann_(Earth-616),3.0,1.0,5.0,3.0,2.0,3.0,3.0,1.0,5.0,3.0,2.0,3.0
Belasco (Earth-616),https://marvel.fandom.com/wiki/Belasco_(Earth-616),6.0,6.0,4.0,4.0,2.0,4.0,6.0,6.0,4.0,4.0,7.0,4.0
Belathauzer (Earth-616),https://marvel.fandom.com/wiki/Belathauzer_(Earth-616),6.0,6.0,2.0,3.0,3.0,4.0,6.0,6.0,2.0,3.0,7.0,4.0
Bella Donna Boudreaux (Earth-616),https://marvel.fandom.com/wiki/Bella_Donna_Boudreaux_(Earth-616),2.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0
Ben Urich (Earth-1610),https://marvel.fandom.com/wiki/Ben_Urich_(Earth-1610),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Bendigeidfran (Earth-616),https://marvel.fandom.com/wiki/Bendigeidfran_(Earth-616),4.0,1.0,4.0,3.0,3.0,6.0,4.0,1.0,4.0,3.0,3.0,6.0
Benedetta Gaetani (Earth-50701),https://marvel.fandom.com/wiki/Benedetta_Gaetani_(Earth-50701),2.0,1.0,5.0,3.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,2.0
Benjamin Beckley (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Beckley_(Earth-616),3.0,6.0,2.0,2.0,4.0,4.0,3.0,6.0,2.0,2.0,4.0,4.0
Benjamin Donovan (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Donovan_(Earth-616),2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0
Benjamin Grimm (Earth-1610),https://marvel.fandom.com/wiki/Benjamin_Grimm_(Earth-1610),6.0,1.0,3.0,2.0,2.0,6.0,6.0,1.0,3.0,2.0,2.0,6.0
Benjamin Grimm (Earth-50701),https://marvel.fandom.com/wiki/Benjamin_Grimm_(Earth-50701),6.0,1.0,5.0,2.0,2.0,6.0,6.0,1.0,5.0,2.0,2.0,6.0
Benjamin Grimm (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Grimm_(Earth-616),6.0,1.0,5.0,3.0,2.0,6.0,6.0,1.0,5.0,3.0,2.0,6.0
Benjamin Parker (Earth-1610),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-1610),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Benjamin Parker (Earth-6078),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-6078),1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
Benjamin Parker (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-616),2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
Benjamin Rabin (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Rabin_(Earth-616),2.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0
Benjamin Ruff (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Ruff_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
Benjamin Urich (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Urich_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Bennet du Paris (Earth-616),https://marvel.fandom.com/wiki/Bennet_du_Paris_(Earth-616),6.0,6.0,3.0,2.0,2.0,2.0,6.0,6.0,3.0,2.0,7.0,2.0
Bentley Wittman (Earth-616),https://marvel.fandom.com/wiki/Bentley_Wittman_(Earth-616),6.0,6.0,2.0,5.0,3.0,4.0,6.0,6.0,2.0,5.0,3.0,4.0
Bercilak de Hautdesert (Earth-616),https://marvel.fandom.com/wiki/Bercilak_de_Hautdesert_(Earth-616),7.0,6.0,4.0,3.0,3.0,6.0,7.0,6.0,4.0,3.0,3.0,7.0
Bereet (Earth-616),https://marvel.fandom.com/wiki/Bereet_(Earth-616),2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0
Bernadette Rosenthal (Earth-616),https://marvel.fandom.com/wiki/Bernadette_Rosenthal_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Bernard Hoyster (Earth-616),https://marvel.fandom.com/wiki/Bernard_Hoyster_(Earth-616),6.0,4.0,4.0,1.0,2.0,3.0,6.0,4.0,4.0,1.0,2.0,3.0
Bernie Lachenay (Earth-616),https://marvel.fandom.com/wiki/Bernie_Lachenay_(Earth-616),5.0,6.0,1.0,1.0,2.0,1.0,5.0,6.0,1.0,4.0,2.0,1.0
Berserker (Primitive) (Earth-616),https://marvel.fandom.com/wiki/Berserker_(Primitive)_(Earth-616),6.0,6.0,6.0,2.0,2.0,5.0,6.0,6.0,6.0,2.0,2.0,5.0
Bessie (Earth-616),https://marvel.fandom.com/wiki/Bessie_(Earth-616),4.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0
Beta Ray Bill (Earth-616),https://marvel.fandom.com/wiki/Beta_Ray_Bill_(Earth-616),6.0,6.0,5.0,2.0,7.0,7.0,6.0,6.0,5.0,2.0,7.0,7.0
Bete Noir (Earth-616),https://marvel.fandom.com/wiki/Bete_Noir_(Earth-616),7.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,2.0,2.0,7.0,7.0
Bethany Cabe (Earth-616),https://marvel.fandom.com/wiki/Bethany_Cabe_(Earth-616),2.0,1.0,4.0,2.0,2.0,2.0,6.0,6.0,4.0,2.0,5.0,6.0
Betilakk (Earth-616),https://marvel.fandom.com/wiki/Betilakk_(Earth-616),6.0,6.0,4.0,3.0,3.0,5.0,6.0,6.0,4.0,3.0,7.0,5.0
